
 Lista de Imóveis da Caixa;;Data de geração:;27/12/2024;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8787710473471 ;MG ;BELO HORIZONTE ;MONTE AZUL ;RUA PADRE ARGEMIRO MOREIRA, N. 11300, Apto 204, BL 02, PAV 02 ;157.714,28;150.000,00;0.00;Apartamento, 0.00 de área total, 43.33 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710473471
 1555531997906 ;MG ;BELO HORIZONTE ;Estrela do Oriente ;RUA DAS CANOAS, N. 555, Apto 504, BL 05, VG GARAGEM 97 ;200.014,22;190.000,00;0.00;Apartamento, 0.00 de área total, 43.94 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555531997906
 1555531074050 ;MG ;BELO HORIZONTE ;SANTO ANTONIO ;AVENIDA PRUDENTE DE MORAIS, N. 621, SL 801 ;920.662,93;870.000,00;0.00;Apartamento, 0.00 de área total, 64.00 de área privativa, 0.00 de área do terreno, WC, 3 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555531074050
 1444403233120 ;MG ;BELO HORIZONTE ;BURITIS ;RUA FIDELIS MARTINS, N. 173, Apto 201, . ;574.147,00;530.000,00;0.00;Apartamento, 0.00 de área total, 104.05 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, WC Emp, 1 sala(s), DCE, cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444403233120
 8555527924302 ;MG ;BELO HORIZONTE ;JAQUELINE ;RUA IZABEL RASO, N. 72, Apto 304, BL 04 ;158.168,37;145.436,51;0.00;Apartamento, 0.00 de área total, 46.65 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555527924302
 8787710305080 ;MG ;BELO HORIZONTE ;MONTE AZUL ;RUA PADRE ARGEMIRO MOREIRA, N. 11481, Apto 203, BL 09, PAV 02 ;158.816,00;136.000,00;0.00;Apartamento, 0.00 de área total, 43.33 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710305080
 1444402171449 ;MG ;BELO HORIZONTE ;CASTELO ;RUA DESEMBARGADOR JOSE SATYRO, N. 785, Apto 301, . ;475.000,00;400.000,00;0.00;Apartamento, 0.00 de área total, 104.06 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444402171449
 8555532483319 ;MG ;BELO HORIZONTE ;ANTONIO RIBEIRO DE A ;RUA ANTONIO MARIANO DE ABREU, N. 1030, Apto 204, BL 11, PAV 02 ;179.648,69;151.000,00;0.00;Apartamento, 0.00 de área total, 47.94 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555532483319
 8555534238079 ;MG ;BELO HORIZONTE ;CALIFORNIA ;RUA PLAZA MAYOR, N. 50, Apto 203, BL 03 ;192.315,02;150.000,00;0.00;Apartamento, 0.00 de área total, 43.94 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555534238079
 8444413332315 ;MG ;BELO HORIZONTE ;JAQUELINE ;RUA JOAO GUSMAN, N. 55, Apto 302, LT 18 A PAV 04 E 05 VG 07 E 08 ;291.329,50;214.000,00;0.00;Apartamento, 0.00 de área total, 96.97 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444413332315
 1555522935014 ;MG ;BELO HORIZONTE ;GUTIERREZ ;RUA BERNARDINO DE CAMPOS, N. 148, Apto 501, . ;1.470.304,55;1.009.000,00;0.00;Apartamento, 0.00 de área total, 247.50 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555522935014
 8444406092827 ;MG ;BELO HORIZONTE ;SANTA TEREZINHA ;RUA JULITA NOGUEIRA SOARES, N. 173, Apto 302, . ;250.691,33;172.000,00;0.00;Apartamento, 0.00 de área total, 44.46 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444406092827
 1444400366978 ;MG ;BELO HORIZONTE ;SERRA ;RUA MIGUEL ABRAS, N. 30, Apto 601, . ;1.152.630,86;776.000,00;0.00;Apartamento, 0.00 de área total, 163.23 de área privativa, 0.00 de área do terreno,  4 qto(s), WC, WC Emp, 1 sala(s), 1 lavabo(s), DCE, cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444400366978
 1555529512313 ;MG ;BETIM ;CENTRO ;RUA RIO DE JANEIRO, N. S/N, QD 02, LT 22, GRANJA SANTO AFONSO ;245.949,39;424.000,00;42.00;Terreno, 0.00 de área total, 0.00 de área privativa, 2523.52 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555529512313
 8444419222953 ;MG ;BETIM ;PAQUETA ;AVENIDA MACAU, N. 374, Apto 201, LT 11 QD 34 ;88.990,38;152.000,00;41.46;Apartamento, 0.00 de área total, 44.82 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444419222953
 8444411048245 ;MG ;BETIM ;MORADA DO TREVO ;AVENIDA SAMUEL GONCALVES FILHO (ANTIGA AVENIDA A), N. 195, Apto 404, BL 26, QD 12, LT 1 AO 12 ;74.236,15;126.000,00;41.09;Apartamento, 0.00 de área total, 41.58 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444411048245
 8555515060880 ;MG ;BETIM ;BOM RETIRO ;RUA MIGUEL CARDOSO, N. 665, Apto 113, BL B QD 14 ;71.789,15;120.000,00;40.18;Apartamento, 0.00 de área total, 38.15 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555515060880
 8444406394890 ;MG ;BETIM ;MORADA DO TREVO ;RUA JOAQUINA PIRES DE ALVARENGA, N. 245, Apto 301, BL 20 LTS 11 AO 24 QD 11 ;71.789,15;120.000,00;40.18;Apartamento, 0.00 de área total, 41.58 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444406394890
 8444409615260 ;MG ;BETIM ;DOM BOSCO ;RUA PACIFICO BELEM, N. 380, Apto 202, BL 01 ;89.129,03;146.000,00;38.96;Apartamento, 0.00 de área total, 37.55 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444409615260
 8444415360480 ;MG ;BETIM ;MORADA DO TREVO ;RUA TEREZINHA DE JESUS RIBEIRO, N. 226, Apto 302, QD 13 BL 36 LT 1 A 10 ;86.076,66;141.000,00;38.96;Apartamento, 0.00 de área total, 41.58 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415360480
 10185930 ;MG ;BETIM ;PONTE ALTA ;AVENIDA AIRTON SENNA (ANTIGA AVENIDA A), N. 00, QD 05, LT 05 ;153.076,13;250.000,00;38.77;Terreno, 0.00 de área total, 0.00 de área privativa, 598.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10185930
 1555531308051 ;MG ;BETIM ;DUQUE DE CAXIAS ;AVENIDA MIOSOTIS, N. 769, Apto 303, BL 1 ;101.904,73;165.000,00;38.24;Apartamento, 0.00 de área total, 43.65 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555531308051
 1444407629060 ;MG ;BETIM ;GRANJA VERDE ;RUA QUATRO, N. 109, A ;191.831,60;301.000,00;36.27;Casa, 0.00 de área total, 100.05 de área privativa, 180.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444407629060
 1555534521180 ;MG ;BETIM ;SENHORA DAS GRACAS ;AVENIDA JOSE INACIO FILHO, N. 1001, Apto 708, 7 PAV, BL 01 ;265.000,00;265.000,00;0.00;Apartamento, 0.00 de área total, 65.50 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555534521180
 8444421590239 ;MG ;BETIM ;PARQUE DAS INDUSTRIAS ;RUA TIRADENTES, N. 300, Apto 16, BL 01 ;137.300,00;137.300,00;0.00;Apartamento, 0.00 de área total, 41.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444421590239
 1555523478520 ;MG ;BETIM ;LARANJEIRAS ;AVENIDA JUIZ MARCO TULIO ISAAC, N. 9135, Apto 102, BL 13 ;145.000,00;145.000,00;0.00;Apartamento, 0.00 de área total, 42.46 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555523478520
 8444419482866 ;MG ;BETIM ;LARANJEIRAS ;AVENIDA JUIZ MARCO TULIO ISAAC, N. 9285, Apto 304, BL 09 ;145.000,00;145.000,00;0.00;Apartamento, 0.00 de área total, 42.46 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444419482866
 8555513699590 ;MG ;BETIM ;NOVA BADEN ;AVENIDA  JUIZ MARCO TULIO ISAAC, N. 9285, Apto 103, BL 10 ;148.000,00;148.000,00;0.00;Apartamento, 0.00 de área total, 42.46 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555513699590
 8555532652005 ;MG ;BETIM ;NOVA BADEN ;AVENIDA JUIZ MARCO TULIO ISAAC, N. 9425, Apto 303, BL 11 ;157.000,00;157.000,00;0.00;Apartamento, 0.00 de área total, 43.49 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555532652005
 8444428307796 ;MG ;BETIM ;DUQUE DE CAXIAS ;RUA DE BOGOTA, N. 226, Apto 402, BL B ;228.000,00;228.000,00;0.00;Apartamento, 0.00 de área total, 94.00 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 2 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444428307796
 8787702915746 ;MG ;BETIM ;DUQUE DE CAXIAS ;RUA DE BRASILIA, N. 863, Apto 104, BL 07 ;172.398,00;172.398,00;0.00;Apartamento, 0.00 de área total, 43.21 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702915746
 8444425877818 ;MG ;BETIM ;INGA ;RUA ALCIDES INACIO DA SILVA, N. 667, Apto 101, PREDIO 20 ;150.000,00;150.000,00;0.00;Apartamento, 0.00 de área total, 44.79 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, Terraco.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425877818
 1444410093001 ;MG ;BETIM ;BRASILEIA ;RUA SAO JORGE, N. 222, Apto 604, . ;581.000,00;581.000,00;0.00;Apartamento, 0.00 de área total, 118.22 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 2 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444410093001
 8555529203122 ;MG ;BETIM ;BOM RETIRO ;AVENIDA CEL ABILIO RODRIGUES PEREIRA, N. 886, Apto 202, BL 06 ;150.000,00;150.000,00;0.00;Apartamento, 0.00 de área total, 43.65 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555529203122
 8555532590840 ;MG ;BETIM ;VILA DAS FLORES ;AVENIDA QUATRO, N. 130, Apto 402, BL 19 VG 295 ;142.000,00;142.000,00;0.00;Apartamento, 0.00 de área total, 43.65 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555532590840
 8555532298333 ;MG ;BETIM ;GRANJA VERDE ;RUA TAYLANDIA, N. 195, Apto 202, BL 30 PAV 02 ;155.000,00;155.000,00;0.00;Apartamento, 0.00 de área total, 42.46 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555532298333
 8555523909554 ;MG ;BETIM ;RESIDENCIAL TAQUARIL ;RUA SAVASSI, N. 66, Apto 402, BL 01, QD 05 ;125.000,00;125.000,00;0.00;Apartamento, 0.00 de área total, 43.65 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555523909554
 8555524384625 ;MG ;BETIM ;CITROLANDIA ;RUA PEDRO JOAO JOSE, N. 110, Apto 302, BL 35 ;105.000,00;105.000,00;0.00;Apartamento, 0.00 de área total, 43.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555524384625
 8555525879580 ;MG ;BETIM ;PETROPOLIS ;RUA ANTONIO BERNARDINO COSTA, N. 300, Apto 102, BL 02 ;159.000,00;159.000,00;0.00;Apartamento, 0.00 de área total, 62.04 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555525879580
 8787701592366 ;MG ;BETIM ;SAO JOAO ;RUA SAO JULIAO, N. 265, Apto 301, BL I, PAV 03 ;158.000,00;158.000,00;0.00;Apartamento, 0.00 de área total, 47.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787701592366
 8152900021740 ;MG ;BETIM ;SANTO ANTONIO ;RUA DOS ANGICOS, N. 437, Apto 101, PREDIO 13 ;114.000,00;114.000,00;0.00;Apartamento, 0.00 de área total, 46.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8152900021740
 8444411851021 ;MG ;BETIM ;GUARUJA MANSOES ;RUA JOAO BATISTA DE DEUS, N. 816, CS 05 PAV 01 E 02 LT 53 E 54 QD 01 ;240.000,00;240.000,00;0.00;Casa, 0.00 de área total, 57.26 de área privativa, 62.63 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444411851021
 1555500804596 ;MG ;BETIM ;PARQUE INDUSTRIAL DE BETIM ;RUA PROFESSORA FILOMENA, N. 111, LT 22 QD 09 ;305.000,00;305.000,00;0.00;Casa, 0.00 de área total, 80.00 de área privativa, 420.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555500804596
 8787702792644 ;MG ;BETIM ;SITIOS DA BAVIERA ;RUA DOS IPES, N. 59, Apto 102, BL 03 ;135.147,57;135.000,00;0.00;Apartamento, 0.00 de área total, 43.63 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702792644
 8444426205520 ;MG ;BETIM ;PARQUE IPIRANGA ;RUA PEDRO JOAO JOSE, N. 110, Apto 103, BL. 05 ;118.004,18;117.000,00;0.00;Apartamento, 0.00 de área total, 43.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444426205520
 8555526978310 ;MG ;BETIM ;PAULO CAMILO ;RUA ADAO ROQUE, N. 75, Apto 102, BL 06 ;135.792,68;134.000,00;0.00;Apartamento, 0.00 de área total, 43.89 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555526978310
 8444411494067 ;MG ;BETIM ;RESIDENCIAL LAGOA ;RUA JOAO FELIZARDO, N. 97, CASA 03 - VG N.2 ;149.015,55;147.000,00;0.00;Casa, 0.00 de área total, 42.78 de área privativa, 85.93 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444411494067
 8787704665283 ;MG ;BETIM ;PARQUE DAS INDUSTRIAS ;RUA ARTUR RABELO, N. 1, Apto 301, BL 05 PAV 3 ;152.367,86;150.000,00;0.00;Apartamento, 0.00 de área total, 43.95 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704665283
 8444421768615 ;MG ;BETIM ;MORADA DO TREVO ;RUA JOAO PASCOAL RIBEIRO, N. 181, Apto 104, BL 15 ;103.910,92;102.000,00;0.00;Apartamento, 0.00 de área total, 41.58 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444421768615
 8787703621444 ;MG ;BETIM ;GRANJA VERDE ;RUA MATO GROSSO, N. 2116, Apto 504, TR 02 ;175.434,18;172.000,00;0.00;Apartamento, 0.00 de área total, 45.34 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703621444
 8555534858263 ;MG ;BETIM ;DUQUE DE CAXIAS ;AVENIDA DAS PALMEIRAS, N. 1355, Apto 104, BL 06 ;137.949,79;135.000,00;0.00;Apartamento, 0.00 de área total, 53.59 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555534858263
 8555524594069 ;MG ;BETIM ;RIACHO DE AREIA ;AVENIDA IMBIRUCU, N. 881, Apto 404, BL 09 ;138.779,00;135.000,00;0.00;Apartamento, 0.00 de área total, 43.49 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555524594069
 8787703252694 ;MG ;BETIM ;GRANJA VERDE ;RUA TAILANDIA, N. 26, Apto 303, BL 09 ;145.229,32;140.000,00;0.00;Apartamento, 0.00 de área total, 41.14 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703252694
 8787712062401 ;MG ;BETIM ;SAO LUIZ ;AVENIDA ENG DARCY NOGUEIRA DO PINHO, N. 2958, Apto 302, BL 19 ;166.091,53;160.000,00;0.00;Apartamento, 0.00 de área total, 41.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712062401
 8555534224256 ;MG ;BETIM ;VILA CRISTINA ;AVENIDA ENG DARCY NOGUEIRA DO PINHO, N. 1215, Apto 303, BL 06, PAV 03 ;148.478,00;143.000,00;0.00;Apartamento, 0.00 de área total, 43.49 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555534224256
 8444422902706 ;MG ;BETIM ;PAULO CAMILO ;RUA SANTA CATARINA, N. 265, Apto 103, BL 08 ;147.765,00;142.000,00;0.00;Apartamento, 0.00 de área total, 43.71 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422902706
 8444418988510 ;MG ;BETIM ;SAO JOAO ;RUA PORTO, N. 115, CS 01 QD 35 LT 26 ;192.321,69;182.000,00;0.00;Casa, 0.00 de área total, 77.10 de área privativa, 90.00 de área do terreno,  2 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444418988510
 1444415226336 ;MG ;BETIM ;NOVA BADEN ;AVENIDA JUIZ MARCO TULIO ISAAC, N. 9135, Apto 103, PAV TER BL 15 VG 321 LT 01B QD 98 ;150.620,89;142.000,00;0.00;Apartamento, 0.00 de área total, 42.46 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444415226336
 8787713017485 ;MG ;BETIM ;SAO LUIZ ;AVENIDA ENG DARCY NOGUEIRA DO PINHO, N. 2958, Apto 304, BL 19 ;166.204,06;156.000,00;0.00;Apartamento, 0.00 de área total, 41.99 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787713017485
